CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,DEPARTAMENTO_ORIGEN,ESTABLECIMIENTO_ORIG,DIRECCION_ORIG,TELEFONO_ORIG,TELEFONO_VALIDO,ZONA,DIRECCION_STD,DIR_AVENIDA,DIR_CALLE,DIR_KM,DIR_NUMERO,__KEY_MERGE_CAP__,DUP_CAPITAL_MERGE,DUP_CAPITAL_CODIGOS_DISTINTOS
18 - 03 - 0106 - 46,18 - 020,IZABAL,EL ESTOR,CENTRO EDUCATIVO COMUNITARIO ANTONIO POP CAAL,ALDEA CHICHIPATE,53495467,SILVERIO CHITOP CABRERA,AMALIA BAC CUCUL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),IZABAL,Izabal,"CENTRO EDUCATIVO COMUNITARIO ""ANTONIO POP CAAL""",ALDEA CHICHIPATE,53495467,True,,ALDEA CHICHIPATE,,,,,CENTRO EDUCATIVO COMUNITARIO ANTONIO POP CAAL|ALDEA CHICHIPATE|EL ESTOR|IZABAL|DOBLE|DIARIO (REGULAR)|53495467,False,False
18 - 03 - 0119 - 46,18 - 020,IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHICHIPATE,49087191,SILVERIO CHITOP CABRERA,VICTORIANO TEMU ORDOÑEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHICHIPATE,49087191,True,,ALDEA CHICHIPATE,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA CHICHIPATE|EL ESTOR|IZABAL|VESPERTINA|DIARIO (REGULAR)|49087191,False,False
18 - 03 - 0120 - 46,18 - 020,IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICENCIADO JULIO ANTONIO DE LEON SOSA,5A. AVENIDA 3 - 79 ZONA 1,47830199,SILVERIO CHITOP CABRERA,URIAS GAMALIEL PINEDA MEJIA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICENCIADO JULIO ANTONIO DE LEON SOSA,5A. AVENIDA 3 - 79 ZONA 1,47830199,True,1,"AVENIDA 3, 5A. - 79",3,,,,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICENCIADO JULIO ANTONIO DE LEON SOSA|AVENIDA 3, 5A. - 79|EL ESTOR|IZABAL|VESPERTINA|DIARIO (REGULAR)|47830199",False,False
18 - 03 - 0234 - 46,18 - 020,IZABAL,EL ESTOR,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI),CABECERA MUNICIPAL,49404362,SILVERIO CHITOP CABRERA,JOSE JOEL LORENZO FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGÜE (Q EQCHI),CABECERA MUNICIPAL,49404362,True,,CABECERA MUNICIPAL,,,,,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI)|CABECERA MUNICIPAL|EL ESTOR|IZABAL|DOBLE|FIN DE SEMANA|49404362,False,False
18 - 03 - 0252 - 46,18 - 021,IZABAL,EL ESTOR,INSTITUTO PARTICULAR MIXTO MADRE MIRIAM SIMON,"6A. AVENIDA Y 6A. CALLE, ZONA 1",79497223,JERSON ARTURO NAVAS ENAMORADO,WELFRED NEDELSO RUIZ CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),IZABAL,Izabal,"INSTITUTO PARTICULAR MIXTO ""MADRE MIRIAM SIMON""","6A. AVENIDA Y 6A. CALLE, ZONA 1",79497223,True,1,6A. AVENIDA Y 6A. CALLE,,,,,INSTITUTO PARTICULAR MIXTO MADRE MIRIAM SIMON|6A. AVENIDA Y 6A. CALLE|EL ESTOR|IZABAL|MATUTINA|DIARIO (REGULAR)|79497223,False,False
18 - 03 - 0285 - 46,18 - 046,IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SEPUR ZARCO,32267405,GILMAR ISAIAS CUZ PEREZ,RAMIRO ALEXANDER CUCUL TIUL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SEPUR ZARCO,32267405,True,,ALDEA SEPUR ZARCO,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA SEPUR ZARCO|EL ESTOR|IZABAL|VESPERTINA|DIARIO (REGULAR)|32267405,False,False
18 - 03 - 0291 - 46,18 - 020,IZABAL,EL ESTOR,CENTRO EDUCATIVO PRIVADO TALITA KUMI,"14 AVE. A ENTRE 6A. Y 8A. CALLE, ZONA 1 BO.SAN JORGE",50560307,SILVERIO CHITOP CABRERA,LEONICIA ALEJANDRINA VILLALOBOS KNEYBER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),IZABAL,Izabal,CENTRO EDUCATIVO PRIVADO TALITA KUMI,"14 AVE. A ENTRE 6A. Y 8A. CALLE, ZONA 1 BO.SAN JORGE",50560307,True,1,"AVENIDA 14, 14 AVENIDA . A ENTRE 6A. Y 8A. CALLE, BO.SAN JORGE",14,,,,"CENTRO EDUCATIVO PRIVADO TALITA KUMI|AVENIDA 14, 14 AVENIDA . A ENTRE 6A. Y 8A. CALLE, BO.SAN JORGE|EL ESTOR|IZABAL|MATUTINA|DIARIO (REGULAR)|50560307",False,False
18 - 03 - 0292 - 46,18 - 020,IZABAL,EL ESTOR,CENTRO EDUCATIVO PRIVADO TALITA KUMI,"14 AVENIDA 6A. Y 8A. CALLE, BARRIO SAN JORGE",50560307,SILVERIO CHITOP CABRERA,LEONICIA ALEJANDRINA VILLALOBOS KNEYBER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,CENTRO EDUCATIVO PRIVADO TALITA KUMI,"14 AVENIDA 6A. Y 8A. CALLE, BARRIO SAN JORGE",50560307,True,,"AVENIDA 6A, BARRIO SAN JORGE, 14 . Y 8A. CALLE",6A,,,,"CENTRO EDUCATIVO PRIVADO TALITA KUMI|AVENIDA 6A, BARRIO SAN JORGE, 14 . Y 8A. CALLE|EL ESTOR|IZABAL|VESPERTINA|DIARIO (REGULAR)|50560307",False,False
18 - 03 - 0295 - 46,18 - 020,IZABAL,EL ESTOR,COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE,"4TA. AV. 5TA. CALLE, BARRIO EL CENTRO",48989011,SILVERIO CHITOP CABRERA,RAQUEL MAZARIEGOS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,Izabal,COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE,"4TA. AV. 5TA. CALLE, BARRIO EL CENTRO",48989011,True,,"BARRIO EL CENTRO, 4TA. AVENIDA . 5TA. CALLE",,,,,"COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE|BARRIO EL CENTRO, 4TA. AVENIDA . 5TA. CALLE|EL ESTOR|IZABAL|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|48989011",False,False
18 - 03 - 0330 - 46,18 - 019,IZABAL,EL ESTOR,CENTRO EDUCATIVO SAN ANTONIO MARIA CLARET FE Y ALEGRIA NO. 57,ALDEA SEMUY LOTE 14,49710619,RAQUEL MAZARIEGOS GARCIA,VICTOR ROLANDO XOL CAAL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO (REGULAR),IZABAL,Izabal,CENTRO EDUCATIVO SAN ANTONIO MARÍA CLARET FE Y ALEGRÍA NO. 57,ALDEA SEMUY LOTE 14,49710619,True,,ALDEA SEMUY LOTE 14,,,,,CENTRO EDUCATIVO SAN ANTONIO MARIA CLARET FE Y ALEGRIA NO. 57|ALDEA SEMUY LOTE 14|EL ESTOR|IZABAL|MATUTINA|DIARIO (REGULAR)|49710619,False,False
18 - 03 - 2454 - 46,18 - 020,IZABAL,EL ESTOR,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI),CABECERA MUNICIPAL,51745681,SILVERIO CHITOP CABRERA,JOSE JOEL LORENZO FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI),CABECERA MUNICIPAL,51745681,True,,CABECERA MUNICIPAL,,,,,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI)|CABECERA MUNICIPAL|EL ESTOR|IZABAL|VESPERTINA|DIARIO (REGULAR)|51745681,False,False
18 - 03 - 2455 - 46,18 - 020,IZABAL,EL ESTOR,COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE,1A. AVENIDAY 5A. CALLE ZONA 1,48989011,SILVERIO CHITOP CABRERA,RAQUEL MAZARIEGOS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE,1A. AVENIDAY 5A. CALLE ZONA 1,48989011,True,1,1A. AVENIDAY 5A. CALLE,,,,,COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE|1A. AVENIDAY 5A. CALLE|EL ESTOR|IZABAL|DOBLE|FIN DE SEMANA|48989011,False,False
18 - 03 - 2749 - 46,18 - 021,IZABAL,EL ESTOR,ESCUELA NORMAL BILINGUE INTERCULTURAL TZOLEB AAL TIJONEL Q EQCHI OXIB KEJ,BARRIO SAN JORGE,79497500 / 78209540,JERSON ARTURO NAVAS ENAMORADO,GUSTAVO TZIBOY CHOC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,DOBLE,DIARIO (REGULAR),IZABAL,Izabal,ESCUELA NORMAL BILINGÜE INTERCULTURAL TZOLEB AAL TIJONEL Q EQCHI OXIB KEJ,BARRIO SAN JORGE,79497500 - 78209540,True,,BARRIO SAN JORGE,,,,,ESCUELA NORMAL BILINGUE INTERCULTURAL TZOLEB AAL TIJONEL Q EQCHI OXIB KEJ|BARRIO SAN JORGE|EL ESTOR|IZABAL|DOBLE|DIARIO (REGULAR)|79497500 / 78209540,False,False
18 - 03 - 3165 - 46,18 - 021,IZABAL,EL ESTOR,LICEO VOCACIONAL COACTEMALAN,"4A. AVENIDA 05 - 020, ZONA 1",79497406,JERSON ARTURO NAVAS ENAMORADO,LILIA IXCHEL CHITOP TZUNUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,LICEO VOCACIONAL COACTEMALAN,"4A. AVENIDA 05 - 020, ZONA 1",79497406,True,1,"AVENIDA 05, 4A. - 020",05,,,,"LICEO VOCACIONAL COACTEMALAN|AVENIDA 05, 4A. - 020|EL ESTOR|IZABAL|VESPERTINA|DIARIO (REGULAR)|79497406",False,False
18 - 04 - 0016 - 46,18 - 039,IZABAL,MORALES,COLEGIO PARTICULAR MIXTO MINERVA,ALDEA PLAYITAS,31089418 / 53230377,ELSA YADIRA MARTINEZ PEREZ,KELVIN RODRIGO HERNANDEZ MARTINEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"COLEGIO PARTICULAR MIXTO ""MINERVA""",ALDEA PLAYITAS,31089418 - 53230377,True,,ALDEA PLAYITAS,,,,,COLEGIO PARTICULAR MIXTO MINERVA|ALDEA PLAYITAS|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|31089418 / 53230377,False,False
18 - 04 - 0076 - 46,18 - 039,IZABAL,MORALES,LICEO FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,BARRIO LAS FLORES,50529699,ELSA YADIRA MARTINEZ PEREZ,KARLA JOHANNA SANABRIA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"LICEO FORMACION BASICA Y PROFESIONAL ""LATINOAMERICANO""",BARRIO LAS FLORES,50529699,True,,BARRIO LAS FLORES,,,,,LICEO FORMACION BASICA Y PROFESIONAL LATINOAMERICANO|BARRIO LAS FLORES|MORALES|IZABAL|DOBLE|FIN DE SEMANA|50529699,False,False
18 - 04 - 0077 - 46,18 - 039,IZABAL,MORALES,LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,BARRIO LAS FLORES,50529699,ELSA YADIRA MARTINEZ PEREZ,KARLA JOHANNA SANABRIA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"LICEO DE FORMACION BASICA Y PROFESIONAL ""LATINOAMERICANO""",BARRIO LAS FLORES,50529699,True,,BARRIO LAS FLORES,,,,,LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO|BARRIO LAS FLORES|MORALES|IZABAL|DOBLE|FIN DE SEMANA|50529699,False,False
18 - 04 - 0081 - 46,18 - 039,IZABAL,MORALES,CENTRO EDUCATIVO PRIVADO YATZAR NURIM,BARRIO EL REMOLINO,79479521,ELSA YADIRA MARTINEZ PEREZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,79479521,True,,BARRIO EL REMOLINO,,,,,CENTRO EDUCATIVO PRIVADO YATZAR NURIM|BARRIO EL REMOLINO|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|79479521,False,False
18 - 04 - 0083 - 46,18 - 039,IZABAL,MORALES,CENTRO EDUCATIVO PRIVADO YATZAR NURIM,BARRIO EL REMOLINO,79479521,ELSA YADIRA MARTINEZ PEREZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,79479521,True,,BARRIO EL REMOLINO,,,,,CENTRO EDUCATIVO PRIVADO YATZAR NURIM|BARRIO EL REMOLINO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|79479521,False,False
18 - 04 - 0086 - 46,18 - 030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICDA. IRMA CONSUELO ALVARADO MOSCOSO DE LOPEZ,ALDEA GUAYTAN,41921095,ZOILA ELIZABETH PINEDA,MYRA LORENA PITTERS OLIVA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICDA. IRMA CONSUELO ALVARADO MOSCOSO DE LOPEZ,ALDEA GUAYTAN,41921095,True,,ALDEA GUAYTAN,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICDA. IRMA CONSUELO ALVARADO MOSCOSO DE LOPEZ|ALDEA GUAYTAN|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|41921095,False,False
18 - 04 - 0087 - 46,18 - 030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,AVENIDA VICENTE COZZA,50302183,ZOILA ELIZABETH PINEDA,YAN CARLOS PÉREZ CRISOSTOMO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,AVENIDA VICENTE COZZA,50302183,True,,AVENIDA VICENTE COZZA,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|AVENIDA VICENTE COZZA|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|50302183,False,False
18 - 04 - 0100 - 46,18 - 030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA RIO NEGRO,46976811,ZOILA ELIZABETH PINEDA,JUAN JOSÉ CARDONA RECINOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA RIO NEGRO,46976811,True,,ALDEA RIO NEGRO,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA RIO NEGRO|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|46976811,False,False
18 - 04 - 0108 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40465929,ELSA YADIRA MARTINEZ PEREZ,DARWIN ENRIQUE ALVAREZ MORÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""EL MAESTRO AMIGO""",ALDEA RIO NEGRO,40465929,True,,ALDEA RIO NEGRO,,,,,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO|ALDEA RIO NEGRO|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|40465929,False,False
18 - 04 - 0118 - 46,18 - 030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA PLAYITAS,30976728,ZOILA ELIZABETH PINEDA,SERGIO WENCESLAO GALEANO MONROY,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA PLAYITAS,30976728,True,,ALDEA PLAYITAS,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA PLAYITAS|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|30976728,False,False
18 - 04 - 0130 - 46,18 - 039,IZABAL,MORALES,LICEO CRISTIANO BILINGUE MANANTIAL DE VIDA,BARRIO BANANERA,79479322,ELSA YADIRA MARTINEZ PEREZ,ESVIN LEONEL MORALES RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),IZABAL,Izabal,"LICEO CRISTIANO BILINGUE ""MANANTIAL DE VIDA""",BARRIO BANANERA,79479322,True,,BARRIO BANANERA,,,,,LICEO CRISTIANO BILINGUE MANANTIAL DE VIDA|BARRIO BANANERA|MORALES|IZABAL|DOBLE|DIARIO (REGULAR)|79479322,False,False
18 - 04 - 0131 - 46,18 - 039,IZABAL,MORALES,CENTRO EDUCATIVO EMANUEL,"INTERIOR INEB FRANCISCO MARROQUÍN, AVENIDA VICENTE COZZA",59965744,ELSA YADIRA MARTINEZ PEREZ,FLOR DE MARÍA TZÚN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"CENTRO EDUCATIVO ""EMANUEL""","INTERIOR INEB FRANCISCO MARROQUÍN, AVENIDA VICENTE COZZA",59965744,True,,"INTERIOR INEB FRANCISCO MARROQUIN, AVENIDA VICENTE COZZA",,,,,"CENTRO EDUCATIVO EMANUEL|INTERIOR INEB FRANCISCO MARROQUIN, AVENIDA VICENTE COZZA|MORALES|IZABAL|DOBLE|FIN DE SEMANA|59965744",False,False
18 - 04 - 0137 - 46,18 - 039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,ELSA YADIRA MARTINEZ PEREZ,MAJIB JHESSIELL LANDAVERRY VÁSQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"CENTRO EDUCATIVO ""MAYA SYSTEMS""",ALDEA LOS ANDES,53626154,True,,ALDEA LOS ANDES,,,,,CENTRO EDUCATIVO MAYA SYSTEMS|ALDEA LOS ANDES|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|53626154,False,False
18 - 04 - 0138 - 46,18 - 039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,ELSA YADIRA MARTINEZ PEREZ,MAJIB JHESSIELL LANDAVERRY VÁSQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,True,,ALDEA LOS ANDES,,,,,CENTRO EDUCATIVO MAYA SYSTEMS|ALDEA LOS ANDES|MORALES|IZABAL|DOBLE|FIN DE SEMANA|53626154,False,False
18 - 04 - 0142 - 46,18 - 039,IZABAL,MORALES,LICEO TECNICO HERMANO PEDRO,BARRIO MILLA 37,40960621,ELSA YADIRA MARTINEZ PEREZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,LICEO TECNICO HERMANO PEDRO,BARRIO MILLA 37,40960621,True,,BARRIO MILLA 37,,,,,LICEO TECNICO HERMANO PEDRO|BARRIO MILLA 37|MORALES|IZABAL|DOBLE|FIN DE SEMANA|40960621,False,False
18 - 04 - 0149 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO ELITE,BARRIO EL MITCHAL,56968070,ELSA YADIRA MARTINEZ PEREZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,INSTITUTO PRIVADO MIXTO ELITE,BARRIO EL MITCHAL,56968070,True,,BARRIO EL MITCHAL,,,,,INSTITUTO PRIVADO MIXTO ELITE|BARRIO EL MITCHAL|MORALES|IZABAL|DOBLE|FIN DE SEMANA|56968070,False,False
18 - 04 - 0170 - 46,18 - 039,IZABAL,MORALES,COLEGIO PARTICULAR MIXTO MINERVA,ALDEA PLAYITAS,31089418,ELSA YADIRA MARTINEZ PEREZ,KATHERINE YANINA GALEANO ARCHILA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),IZABAL,Izabal,COLEGIO PARTICULAR MIXTO MINERVA,ALDEA PLAYITAS,31089418,True,,ALDEA PLAYITAS,,,,,COLEGIO PARTICULAR MIXTO MINERVA|ALDEA PLAYITAS|MORALES|IZABAL|DOBLE|DIARIO (REGULAR)|31089418,False,False
18 - 04 - 0174 - 46,18 - 039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,42601313,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA LORENA QUINTEROS ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,42601313,True,,BARRIO LOS CASTRO,,,,,LICEO ALVAREZ OVALLE|BARRIO LOS CASTRO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|42601313,False,False
18 - 04 - 0176 - 46,18 - 039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,42601313 / 79476691,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA LORENA QUINTEROS ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,42601313 - 79476691,True,,BARRIO LOS CASTRO,,,,,LICEO ALVAREZ OVALLE|BARRIO LOS CASTRO|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|42601313 / 79476691,False,False
18 - 04 - 0185 - 46,18 - 030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA - INED -,ALDEA RIO BLANCO,51688309,ZOILA ELIZABETH PINEDA,LUIS ALBERTO DE PAZ VENTURA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA - INED -,ALDEA RIO BLANCO,51688309,True,,ALDEA RIO BLANCO,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA - INED - |ALDEA RIO BLANCO|MORALES|IZABAL|MATUTINA|DIARIO (REGULAR)|51688309,False,False
18 - 04 - 0194 - 46,18 - 039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,ELSA YADIRA MARTINEZ PEREZ,MARIA EUGENIA MOLINA ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO (REGULAR),IZABAL,Izabal,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,True,,BARRIO EL CARRIZAL,,,,,LICEO IZABAL|BARRIO EL CARRIZAL|MORALES|IZABAL|NOCTURNA|DIARIO (REGULAR)|79478332,False,False
18 - 04 - 0196 - 46,18 - 030,IZABAL,MORALES,"INED TECNICO MORALENSE, ITM",COLONIA SANTA BARBARA,58725063,ZOILA ELIZABETH PINEDA,ESDRAS SALGUERO ZALDIVAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),IZABAL,Izabal,"INED TECNICO MORALENSE, ITM",COLONIA SANTA BARBARA,58725063,True,,COLONIA SANTA BARBARA,,,,,"INED TECNICO MORALENSE, ITM|COLONIA SANTA BARBARA|MORALES|IZABAL|DOBLE|DIARIO (REGULAR)|58725063",False,False
